headline, link, day, month, year, page
MARY LAND OUR MARINES.: Seven Hundred Available to Protect Port-au-Prince Legations., https://search.proquest.com/docview/97555435/95060BEF90BE446APQ/138?accountid=12702, 27, 1, 1914, 4
Front Page 6 -- No Title, https://search.proquest.com/docview/97602876/95060BEF90BE446APQ/139?accountid=12702, 28, 1, 1914, 1
HAITI'S PRESIDENT FLEES TO WARSHIP: Fighting in Capital--Our Bluejackets Land--Battleship Is Rushing to Port au Prince., https://search.proquest.com/docview/97531831/95060BEF90BE446APQ/140?accountid=12702, 28, 1, 1914, 1
Front Page 5 -- No Title, https://search.proquest.com/docview/97531881/95060BEF90BE446APQ/141?accountid=12702, 28, 1, 1914, 1
PILLAGING CHECKED IN PORT AU PRINCE: Street Fighting Has Stopped and Foreign Bluejackets Preserve Order. TWO U.S. WARSHIPS THERE South Carolina with 900 Men Joined Montana Yesterday -1500 Men Available., https://search.proquest.com/docview/97536681/95060BEF90BE446APQ/142?accountid=12702, 29, 1, 1914, 3
Article 2 -- No Title, https://search.proquest.com/docview/97575316/95060BEF90BE446APQ/143?accountid=12702, 29, 1, 1914, 3
DIPLOMATS IN HAITI HOLD CONFERENCE: Chief Danger Seems to be the Many Aspirants for the Presidency. WE LAND MORE MARINES Port au Prince Is Quiet and Departure of Oreste Adds to Confidence., https://search.proquest.com/docview/97491956/95060BEF90BE446APQ/144?accountid=12702, 31, 1, 1914, 3
Article 4 -- No Title, https://search.proquest.com/docview/97505837/95060BEF90BE446APQ/145?accountid=12702, 31, 1, 1914, 3
Article 4 -- No Title, https://search.proquest.com/docview/97590329/95060BEF90BE446APQ/146?accountid=12702, 01, 2, 1914, 12
ZAMOR MAY SEIZE HAITIAN PRESIDENCY: Rival General Reported Marching on Port au Prince to Forestall Theodore. U.S. TO TAKE A HAND Will Tolerate No Dictatorship by Winner and Insist on Republican Form of Government., https://search.proquest.com/docview/97570232/95060BEF90BE446APQ/147?accountid=12702, 01, 2, 1914, 12
HAITIAN CONGRESS CALLED.: But Victorious Zamors Are Not Likely to Respect Its Acts., https://search.proquest.com/docview/97542955/95060BEF90BE446APQ/148?accountid=12702, 05, 2, 1914, 4
Article 11 -- No Title, https://search.proquest.com/docview/97552275/95060BEF90BE446APQ/149?accountid=12702, 05, 2, 1914, 4
HAITIAN SITUATION TENSE.: More Foreign Detachments Land -- Theodore Sets Up as President., https://search.proquest.com/docview/97628777/95060BEF90BE446APQ/150?accountid=12702, 06, 2, 1914, 3
OUTRANKED IN HAITI.: Capt. Russell Defers to Commander of Small British Cruiser., https://search.proquest.com/docview/97627828/95060BEF90BE446APQ/151?accountid=12702, 07, 2, 1914, 3
Zamor's Troops Enter Port au Prince., https://search.proquest.com/docview/97572434/95060BEF90BE446APQ/152?accountid=12702, 08, 2, 1914, C4
ZAMOR HAITIAN PRESIDENT.: Victorious Rebel Chief Elected by Congress -- Marines May Withdraw., https://search.proquest.com/docview/97643369/95060BEF90BE446APQ/153?accountid=12702, 09, 2, 1914, 3
ZAMOR FORMS A CABINET.: Is Expected to Arrange to Pay Overdue Interest on Railroad Bonds., https://search.proquest.com/docview/97570309/95060BEF90BE446APQ/154?accountid=12702, 10, 2, 1914, 3
BIG HAITIAN BATTLE NEAR.: Our Bluejackets Land at Cape Haitien as Crisis Approaches., https://search.proquest.com/docview/97551002/95060BEF90BE446APQ/155?accountid=12702, 14, 2, 1914, 1
Front Page 2 -- No Title, https://search.proquest.com/docview/97610338/95060BEF90BE446APQ/156?accountid=12702, 17, 2, 1914, 1
HAITIAN REBELS LOSING.: Government Troops Win Two Batties -- Advance on Cape Haitien., https://search.proquest.com/docview/97578460/95060BEF90BE446APQ/157?accountid=12702, 17, 2, 1914, 1
HAITIAN REBELS ROUTED.: Gen. Paul Their Commander-inChief Slain -- Cape Haitlen Fortified, https://search.proquest.com/docview/97581462/95060BEF90BE446APQ/158?accountid=12702, 20, 2, 1914, 4
U.S. MAY MANAGE HAITI'S FINANCES: Republic's Government Likely to Make Request and Other Nations to Indorse It. REBEL ARMY PUT TO ROUT Retreats to City of Cape Haitien and Leaders Prepare for Flight -- American Marines Landed., https://search.proquest.com/docview/97549547/95060BEF90BE446APQ/159?accountid=12702, 21, 2, 1914, 3
Article 3 -- No Title, https://search.proquest.com/docview/97476783/95060BEF90BE446APQ/160?accountid=12702, 21, 2, 1914, 3
HAITIAN REBELS IN FLIGHT.: Leaders Believed to Have Sought Refuge in San Domingo., https://search.proquest.com/docview/97637398/95060BEF90BE446APQ/161?accountid=12702, 22, 2, 1914, C2
DEFEAT HAITIAN REBELS.: Government Troops Recapture Trou and Continue Their Advance., https://search.proquest.com/docview/97575178/95060BEF90BE446APQ/162?accountid=12702, 25, 2, 1914, 4
RECOGNITION FOR HAITI.: Bryan to Acknowledge New Regime Under Gen. Zamor., https://search.proquest.com/docview/97557297/95060BEF90BE446APQ/163?accountid=12702, 02, 3, 1914, 6
FEAR MORE HAITIAN CHAOS.: Washington Officials Send South Carolina Back to Port-au-Prince., https://search.proquest.com/docview/97574270/95060BEF90BE446APQ/164?accountid=12702, 08, 3, 1914, C4
HAITI YIELDS STRANGE OLD WATER FILTERS., https://search.proquest.com/docview/97574692/95060BEF90BE446APQ/165?accountid=12702, 08, 3, 1914, SM5
Federal Victory in Haiti., https://search.proquest.com/docview/97577611/95060BEF90BE446APQ/166?accountid=12702, 22, 3, 1914, C4
Article 1 -- No Title, https://search.proquest.com/docview/97609028/95060BEF90BE446APQ/167?accountid=12702, 17, 4, 1914, 2
IMPRISONED IN HAITI AMERICAN CHARGES: Abdulah Sada a Naturalized Syrian to Complain to State Department of Insults. FOUGHT RATS IN A DUNGEON Business Man Says He Was Expelled as Political Offender After Being Robbed by Officials., https://search.proquest.com/docview/97548640/95060BEF90BE446APQ/168?accountid=12702, 05, 5, 1914, 13
BRITISH ULTIMATUM SUCCEEDS IN HAITI: Bank Loans Government $62000 Indemnity Demanded by an English Subject. BACKED UP BY A WARSHIP Consternation Was Caused by the Ultimatum Time Limit of Which Expired Last Evening., https://search.proquest.com/docview/97520478/95060BEF90BE446APQ/169?accountid=12702, 07, 5, 1914, 8
MOVE IN EUROPE TO CONTROL HAITI: Germany and France Would Take Custom Houses and Collect Debts of Republic. U.S. REJECTS JOINT RULE Foreign Nations Say Their Interests Are Too Large to be Delegated to This Country. CREATES ACUTE SITUATION German Foreign Office Denies Coaling Station Offer but Affirms Joint Proposal., https://search.proquest.com/docview/97626922/95060BEF90BE446APQ/170?accountid=12702, 14, 5, 1914, 1
HAITIAN SITUATION ACUTE.: Some Inclined to Compare It with the Mexican Crisis., https://search.proquest.com/docview/97699569/95060BEF90BE446APQ/171?accountid=12702, 14, 5, 1914, 1
REBELS GET ARMS IN SANTO DOMINGO: Rifles and Ammunition Sent Across Haitian Border in Spite of Protest. FIRING ON CAPITAL CITY Lawlessness Continues and the Situation Is Acute Commander of the Wheeling Reports., https://search.proquest.com/docview/97576379/95060BEF90BE446APQ/172?accountid=12702, 18, 5, 1914, 3
MISS JESSE SEEKING SPANISH MAIN COLOR: Tennyson's Grandniece Here After Adventurous Cruise Through West Indies. FOR TALE OF BUCCANEERS Author Intends to Write About Woman Pirate but Plot's a Secret -- Tells of Voyages., https://search.proquest.com/docview/97518448/95060BEF90BE446APQ/173?accountid=12702, 23, 5, 1914, 6
German Cruiser Goes to Haiti., https://search.proquest.com/docview/97609496/95060BEF90BE446APQ/174?accountid=12702, 31, 5, 1914, C3
ZAMOR GOES TO FRONT.: Haitian President to Direct Operations Against the Rebels., https://search.proquest.com/docview/97606304/95060BEF90BE446APQ/175?accountid=12702, 23, 6e, 1914, 5
POWERS THREATEN HAITI.: France and Germany to Seize Custom Houses Unless Debts Are Paid., https://search.proquest.com/docview/97634901/95060BEF90BE446APQ/176?accountid=12702, 24, 6e, 1914, 12
ZAMOR RETAKES A TOWN.: Other Government Successes Against Haitian Rebels Reported., https://search.proquest.com/docview/97595825/95060BEF90BE446APQ/177?accountid=12702, 30, 6e, 1914, 5
ANOTHER WARSHIP TO HAITI: Connecticut Will Take Now American Minister and Stay Awhile., https://search.proquest.com/docview/97637958/95060BEF90BE446APQ/178?accountid=12702, 02, 7y, 1914, 1
HAITI REBEL LEADER SLAIN.: Theodore Killed in Battle with 50 of His Followers., https://search.proquest.com/docview/97624572/95060BEF90BE446APQ/179?accountid=12702, 02, 7y, 1914, 4
Cape Haitien Forts Repulse Rebels., https://search.proquest.com/docview/97593906/95060BEF90BE446APQ/180?accountid=12702, 11, 7y, 1914, 3
MARINES WILL AWE ISLAND REPUBLICS: Seven Hundred Men Ordered to Guantanamo Ready to Send to Haiti or San Domingo. DISORDER THERE CONTINUES And Secretary Bryan Asks That a Force Be Assembled for a Possible Emergency., https://search.proquest.com/docview/97602350/95060BEF90BE446APQ/181?accountid=12702, 14, 7y, 1914, 1
EUROPEAN POWERS ARE PRESSING HAITI: Dispatch of Our Marines to Cuba Aimed in Part to Avert Serious Complications. IGNORE JOINT CONTROL PLEA Washington Authorities Fear Seizure of Custom Houses -- May Land a Force Secretly., https://search.proquest.com/docview/97616762/95060BEF90BE446APQ/182?accountid=12702, 15, 7y, 1914, 3
LITTLE REPUBLICS NEARING A CRISIS: Revolutionary Situation in Haiti and Santo Domingo Rapidly Growing Worse. FOREIGN CREDITORS UNEASY France and Germany Likely to Press Their Proposal for Joint Control of Haitian Revenues., https://search.proquest.com/docview/97533840/95060BEF90BE446APQ/183?accountid=12702, 17, 7y, 1914, 4
Article 7 -- No Title, https://search.proquest.com/docview/97528409/95060BEF90BE446APQ/184?accountid=12702, 18, 7y, 1914, 3
RISING IN HAITIAN CAPITAL.: Shooting in Streets -- Federal Forces Retake Two Towns., https://search.proquest.com/docview/97496054/95060BEF90BE446APQ/185?accountid=12702, 18, 7y, 1914, 3
EUROPE WANTS PART IN REFORMING HAITI: Germany Balks at Plan for American Control of Customs Revenue. WASHINGTON PESSIMISTIC Does Not Credit Minister Menos's Assurance That the Revolution Is Crushed., https://search.proquest.com/docview/97516001/95060BEF90BE446APQ/186?accountid=12702, 22, 7y, 1914, 9
INTERVENTION NEAR IN ISLAND REVOLTS: Bryan and Daniels Confer Today Over Haiti and San Domingo. MANY DIE IN NEW OUTBREAK Rebels Swoop on Cape Haytien and Are Repulsed -- Ruthless Slaughter of Men Found Hidden., https://search.proquest.com/docview/97685872/95060BEF90BE446APQ/187?accountid=12702, 23, 7y, 1914, 4
GATHERING MARINES FOR HAITIAN SERVICE: Predictions of Renewed Fighting in Island Republics Cause Disquiet. 1000 TROOPS AVAILABLE Government Will Soon Have Them a Guantanamo -- Combatants Disregard Warnings., https://search.proquest.com/docview/97557943/95060BEF90BE446APQ/188?accountid=12702, 24, 7y, 1914, 2
LITTLE CHANGE IN HAITI.: Government Troops Take 2 Towns -- German Cruiser Ordered There., https://search.proquest.com/docview/97616996/95060BEF90BE446APQ/189?accountid=12702, 25, 7y, 1914, 1
AMERICAN EXPERT TO AID DOMINICANS: Herbert M. Johnson Appointed to Conserve the Republic's Finances. SULLIVAN WILL RETURN Minister Not to Retire from Diplomacy -- Government Victory in Haiti., https://search.proquest.com/docview/97525019/95060BEF90BE446APQ/190?accountid=12702, 26, 7y, 1914, 3
LADY HOPE PRAISES GLORIES OF NEWPORT: Founder of London Coffee Houses for Poor in a Round of Entertainments. EX-SENATOR ALDRICH HOST His Guests on Yacht Nirvana Include Ambassador and Mme. Bakhmeteff -- Garden Club Meets., https://search.proquest.com/docview/97563507/95060BEF90BE446APQ/191?accountid=12702, 28, 7y, 1914, 7
PEACE IN HAITI AT ANY RATE.: In Santo Domingo Too an Armistice Has Been Signed., https://search.proquest.com/docview/97517412/95060BEF90BE446APQ/192?accountid=12702, 08, 8, 1914, 6
KARLSRUHE EXPECTS FIGHT AT PORTO RICO: German Cruiser Coaling at San Juan ;- British and French Ships Said to be Outside. CONSULS MAKE A PROTEST English and French Representatives Object to Kaiser's Vessel Being Allowed to Take On Supplies., https://search.proquest.com/docview/97540211/95060BEF90BE446APQ/193?accountid=12702, 10, 8, 1914, 3
LINER PRESIDENT IN CHASE.: Escapes British and French Cruisers Off the Coast of Haiti., https://search.proquest.com/docview/97683304/95060BEF90BE446APQ/194?accountid=12702, 26, 9, 1914, 2
HAYTIAN REBELS WIN.: Government Troops Retiring After Their Defeat Near Limonade., https://search.proquest.com/docview/97617108/95060BEF90BE446APQ/195?accountid=12702, 15, 10, 1914, 6
MARINES LANDED IN HAITI.: Action Taken When Revolutionists Capture Cape Haytlen., https://search.proquest.com/docview/97631999/95060BEF90BE446APQ/196?accountid=12702, 20, 10, 1914, 13
Article 13 -- No Title, https://search.proquest.com/docview/97662333/95060BEF90BE446APQ/197?accountid=12702, 20, 10, 1914, 13
HAITI SITUATION ACUTE.: Washington Worried by Possibility of International Complications., https://search.proquest.com/docview/97509818/95060BEF90BE446APQ/198?accountid=12702, 24, 10, 1914, 1
WARSHIPS HURRIED TO HAITI'S CAPITAL: Outbreak at Port-au-Prince Causes Rush Orders to the Kansas and Hancock. MINISTERS AT CONSULATES Serious Fighting in the City Follows Landing of Charles Zamor Brother of the President., https://search.proquest.com/docview/97629959/95060BEF90BE446APQ/199?accountid=12702, 30, 10, 1914, 4
Outbreak in Port-au-Prince., https://search.proquest.com/docview/97627847/95060BEF90BE446APQ/200?accountid=12702, 30, 10, 1914, 4
ZAMOR A REFUGEE ON DUTCH STEAMER: Revolutionists Force President of Haiti to Quit His Capital in Haste. U.S. MARINES TO BE LANDED The Hancock Probably at Port-auPrince and the Kansas Expected There Today., https://search.proquest.com/docview/97557970/95060BEF90BE446APQ/201?accountid=12702, 31, 10, 1914, 8
WARSHIPS AT HAITI.: Transport Hancock Arrives at Portau-Pince ;- May Land Marines., https://search.proquest.com/docview/97598199/95060BEF90BE446APQ/202?accountid=12702, 01, 11, 1914, 15
U.S. SHIP HAS HAITIAN COIN.: National Bank Places It in the Custody of Our Marines., https://search.proquest.com/docview/97516367/95060BEF90BE446APQ/203?accountid=12702, 20, 12, 1914, 14
ANOTHER REVOLT IN HAITI.: Cape Haitien Being Attacked and Is Likely Soon to Fall., https://search.proquest.com/docview/97728688/95060BEF90BE446APQ/204?accountid=12702, 09, 1, 1915, 1
BARS HAITI AS WAR BASE.: United States Sent Advance Protest Against Intrusion There., https://search.proquest.com/docview/97726260/95060BEF90BE446APQ/205?accountid=12702, 09, 1, 1915, 3
Article 10 -- No Title, https://search.proquest.com/docview/97812035/95060BEF90BE446APQ/206?accountid=12702, 17, 1, 1915, 11
REBELS TAKE CAPE HAITIEN.: Get Possession of the Port Without Opposition by Arrangement., https://search.proquest.com/docview/97808234/95060BEF90BE446APQ/207?accountid=12702, 17, 1, 1915, 11
MARINES HELD OFF HAITI.: Ready to Protect American Interests at Port-au-Prince., https://search.proquest.com/docview/97721325/95060BEF90BE446APQ/208?accountid=12702, 02, 2, 1915, 6
HAITI'S PRESIDENT FLEES.: Seeks Refuge on Dutch Steamer as Rebels Enter Capital., https://search.proquest.com/docview/97695485/95060BEF90BE446APQ/209?accountid=12702, 24, 2, 1915, 8
NEW PRESIDENT FOR HAITI.: Gen. Sam Recognized by All Other Revolutionary Chiefs., https://search.proquest.com/docview/97713100/95060BEF90BE446APQ/210?accountid=12702, 26, 2, 1915, 8
HAITIAN REBEL CAPTURED.: Ex-President Zamar Brought Into Port-au-Prince a Prisoner., https://search.proquest.com/docview/97803347/95060BEF90BE446APQ/211?accountid=12702, 14, 3, 1915, 12
49 PERISH AT SEA ON PRINS MAURITS: Steamship Bound from New York to Haiti Believed Lost Off Hatteras. &quot;SINKING FAST&quot; LAST WORD S O S Wireless Summons Three Rescue Vessels Which Seek Dutch Liner in Vain. 15 SINK WITH A TUGBOAT Go Down on Virginia Coast When the Edward Luckenbach Disabled Strikes Shoal. 49 PERISH AT SEA ON PRINS MAURITS, https://search.proquest.com/docview/97730077/95060BEF90BE446APQ/212?accountid=12702, 05, 4, 1915, 1
SEMINOLE A TOTAL LOSS.: Clyde Liner Ashore Off Haiti Has Been Abandoned., https://search.proquest.com/docview/97653895/95060BEF90BE446APQ/213?accountid=12702, 16, 4, 1915, 18
REBELS IN CAPE HAITIEN.: Generals Moreno and Petion Seize Town Without Firing a Shot., https://search.proquest.com/docview/97794514/95060BEF90BE446APQ/214?accountid=12702, 26, 4, 1915, 4
PAUL FULLER GOING TO HAITI: Wilson Sending Him There to Report on Island's Affairs., https://search.proquest.com/docview/97735159/95060BEF90BE446APQ/215?accountid=12702, 30, 4, 1915, 4
SENDING AGENT TO HAITI.: Fuller Will Try to Arrange Treaty to Settle Haitien Debt., https://search.proquest.com/docview/97720682/95060BEF90BE446APQ/216?accountid=12702, 04, 5, 1915, 8
DEFEAT HAITIAN REBELS.: Government Forces Drive Insurgents in Disorderly Retreat., https://search.proquest.com/docview/97758938/95060BEF90BE446APQ/217?accountid=12702, 12, 5, 1915, 22
Hiatian Federals Capture Forts., https://search.proquest.com/docview/97649787/95060BEF90BE446APQ/218?accountid=12702, 05, 6e, 1915, 5
DRIVE HAITIAN REBELS OUT.: Government Troops Take Two Villages -- Final Outcome Doubtful., https://search.proquest.com/docview/97747079/95060BEF90BE446APQ/219?accountid=12702, 15, 6e, 1915, 5
FRENCH MARINES IN HAITI.: Landed from Cruiser When Government Forces Occupy Cape Haitien., https://search.proquest.com/docview/97779514/95060BEF90BE446APQ/220?accountid=12702, 20, 6e, 1915, 16
MARINES OFF TO HAITI.: Admiral Caperton Will Land Force and Relieve Frenchmen., https://search.proquest.com/docview/97694892/95060BEF90BE446APQ/221?accountid=12702, 23, 6e, 1915, 4
CRUISER SAILS FOR HAITI.: Admiral Caperton Leaves Vera Cruz on the Washington., https://search.proquest.com/docview/97689016/95060BEF90BE446APQ/222?accountid=12702, 26, 6e, 1915, 9
PRESIDENT TO TAKE FIRM STAND IN HAITI: Unless Revolutionists Win Control Quickly Sam Government Will Be Recognized. MARINES TO LAND AT ONCE United States Likely to Assume Charge of the Republic's Finances and Restore Order., https://search.proquest.com/docview/97777250/95060BEF90BE446APQ/223?accountid=12702, 28, 6e, 1915, 3
PRESIDENT WATCHES FOREIGN SITUATION: He Devotes Several Hours at Cornish to Mexican European and Haitian Problems. HEARS OF HUERTA ARREST Affair to be Left to the Department of Justice -- Takes a Long Auto Ride., https://search.proquest.com/docview/97786642/95060BEF90BE446APQ/224?accountid=12702, 29, 6e, 1915, 4
HAITIAN REBELS REPULSED.: Attack Fort Pierre Michel Without Result -- Gunboat Bombards Anse., https://search.proquest.com/docview/97731399/95060BEF90BE446APQ/225?accountid=12702, 30, 6e, 1915, 11
MARINES LAND IN HAITI.: Company Is Put Ashore by Caperton as Precautionary Measure., https://search.proquest.com/docview/97730871/95060BEF90BE446APQ/226?accountid=12702, 11, 7y, 1915, 16
BATTLE NEAR IN HAITI.: Government Troops Reported Advancing Upon the Rebels., https://search.proquest.com/docview/97733768/95060BEF90BE446APQ/227?accountid=12702, 19, 7y, 1915, 5
OUR SHIPS AT CAPE HAITIEN.: Admiral Caperton May Go on the Washington to the Capital. HAITI MASSACRE; PRESIDENT FLEES, https://search.proquest.com/docview/97782250/95060BEF90BE446APQ/228?accountid=12702, 28, 7y, 1915, 1
HAITI MASSACRE; PRESIDENT FLEES; ZAMOR EXECUTED: Gen. Oscar Governor of Port au Prince Has ex-President and 160 Prisoners Slain. IS SHOT LATER BY A MOB Severe Fighting in the Capital Which Is Now Held by the Revolutionist. PALACE IS PARTLY BURNED President Guillaume and His Family in the French Legation Which Is Threatened by the Rebels., https://search.proquest.com/docview/97783384/95060BEF90BE446APQ/229?accountid=12702, 28, 7y, 1915, 1
MAY MEAN COMPLICATIONS.: France It Is Expected Will Resent the Insult to Her Dignity. HAITIANS SLAY THEIR PRESIDENT; WE LAND MARINES, https://search.proquest.com/docview/97780556/95060BEF90BE446APQ/230?accountid=12702, 29, 7y, 1915, 1
HAITIANS SLAY THEIR PRESIDENT; WE LAND MARINES: Guillaume Taken Out of French Legation and Shot in Revenge for Massacre. BODY IS CUT TO PIECES Portions of It Then Paraded Through the Streets of Port au Prince on Poles. DISTURBANCES CONTINUE But Caperton Reports He Has Situation in Hand -- France May Take Action., https://search.proquest.com/docview/97785596/95060BEF90BE446APQ/231?accountid=12702, 29, 7y, 1915, 1
THE LATEST REVOLUTION IN HAITI., https://search.proquest.com/docview/97782590/95060BEF90BE446APQ/232?accountid=12702, 29, 7y, 1915, 8
HAITIANS RESISTED AMERICANS' LANDING: But Were Easily Overcome -- No Casualties Among Our Sailors or Marines. NOW DISARMING NATIVES Caperton Reports to Navy Department -- France Likely to Leave Task of Restoring Order to Us., https://search.proquest.com/docview/97782009/95060BEF90BE446APQ/233?accountid=12702, 30, 7y, 1915, 9
HAITIANS KILL TWO OF OUR MEN; REGIMENT GOING: Snipers Attack Port au Prince and Shoot American Sailors -- No Wounded. NATIVES ARE REPULSED Battleship Connecticut to Sail Early This Morning with Over 500 Marines. CAPERTON WAS WARNED Disposed of Force Accordingly -- One of the Sailors Killed a Nephew of Samuel Gompers. HAITIANS KILL TWO OF OUR MEN, https://search.proquest.com/docview/97782710/95060BEF90BE446APQ/234?accountid=12702, 31, 7y, 1915, 1
DISAPPROVE OUR ACTION.: Haitians Dislike Landing of Marines -- Presidency Discussed., https://search.proquest.com/docview/97781433/95060BEF90BE446APQ/235?accountid=12702, 31, 7y, 1915, 3
A STRANGE SUGGESTION., https://search.proquest.com/docview/97781396/95060BEF90BE446APQ/236?accountid=12702, 31, 7y, 1915, 6
HAITIANS SLAIN BY OUR FORCE: Six Killed in the Attack on the American Sailors and Marines. MORE TROUBLE IS FEARED Caperton Expects Further Disturbances and Prolonged Stay in Island. HOSPITAL SHIP TO BE SENT Haitian Minister Is Informed That We Take a Very Serious View of the Situation. HAITIANS SLAIN BY OUR FORCE, https://search.proquest.com/docview/97735338/95060BEF90BE446APQ/237?accountid=12702, 01, 8, 1915, 1
THE CONNECTICUT SAILS.: Leaves Philadelphia Navy Yard with 500 Marines for Haiti., https://search.proquest.com/docview/97739201/95060BEF90BE446APQ/238?accountid=12702, 01, 8, 1915, 4
NEWS DEPRESSES PRESIDENT.: He Is Keeping in Close Touch with the Haiti Developments., https://search.proquest.com/docview/97739431/95060BEF90BE446APQ/239?accountid=12702, 01, 8, 1915, 4
FRENCH PUT MARINES ASHORE IN HAITI: United States Permits a Small Force to Land at Port au Prince to Guard Legation AT REQUEST OF MINISTER Move Shows That France Recognizes the Superior Interest of the American Government., https://search.proquest.com/docview/97714866/95060BEF90BE446APQ/240?accountid=12702, 02, 8, 1915, 3
A Political Deadlock., https://search.proquest.com/docview/97736071/95060BEF90BE446APQ/241?accountid=12702, 03, 8, 1915, 4
CAPERTON MOVES FOR PEACE IN HAITI: Admiral Sends an American and Native Commission to Confer with Rebels. MOB ATTACKS A MISSION Breaks Into Wesleyan Institution at Port au Prince -- Poor Suffering Because of Dear Food., https://search.proquest.com/docview/97737424/95060BEF90BE446APQ/242?accountid=12702, 03, 8, 1915, 4
MEDIATION ATTEMPT IN HAITI RESENTED: Authorities at Cape Haitien Refuse to Entertain Commission's Proposals. FAMINE THREATENS ISLAND Many Towns on the Verge of Starvation and This Country May Have to Send Supplies., https://search.proquest.com/docview/97661739/95060BEF90BE446APQ/243?accountid=12702, 04, 8, 1915, 1
BLUEJACKETS LAND AT CAPE HAITIEN: Firing When Gen. Blot's Forces Return -- Some of Them Give Up Arms. OTHERS MARCH ON CAPITAL Bobo's Army Said to Have Rejected Peace Proposals -- Connecticut at Port au Prince with Regiment., https://search.proquest.com/docview/97781364/95060BEF90BE446APQ/244?accountid=12702, 05, 8, 1915, 4
Hope for Peace Brighter., https://search.proquest.com/docview/97779809/95060BEF90BE446APQ/245?accountid=12702, 06, 8, 1915, 1
AMERICAN MARINES TAKE HAITIAN FORT: Occupy Position Dominating Port au Prince Without Striking a Blow. GEN. BLOT LEAVES COUNTRY United States Gunboat with Shells Prevents Bobo's Troops from Entering Cape Haitlen., https://search.proquest.com/docview/97778399/95060BEF90BE446APQ/246?accountid=12702, 06, 8, 1915, 1
To Rush Reinforcements., https://search.proquest.com/docview/97642271/95060BEF90BE446APQ/247?accountid=12702, 07, 8, 1915, 4
AMERICANS AGAIN FIRE ON HAITIANS: One Native Killed at Port au Prince When Office of Port Is Seized. ENTIRE CITY CONTROLLED Navy Department to Rush 850 More Men -- Caperton Reports Outbreaks at Three Places., https://search.proquest.com/docview/97642223/95060BEF90BE446APQ/248?accountid=12702, 07, 8, 1915, 4
Take Over Control of Cape Haitien., https://search.proquest.com/docview/97626449/95060BEF90BE446APQ/249?accountid=12702, 07, 8, 1915, 4
Article 6 -- No Title, https://search.proquest.com/docview/97683567/95060BEF90BE446APQ/250?accountid=12702, 08, 8, 1915, 18
HAITI'S SENATE ASKS PLEDGE OF INTEGRITY: American Occupation Arouses Fear That Independence of Island Is Threatened. LIKELY TO BE REASSURED But United States Government Is Expected to Insist Upon Control of Customs., https://search.proquest.com/docview/97652697/95060BEF90BE446APQ/251?accountid=12702, 08, 8, 1915, 18
Article 2 -- No Title, https://search.proquest.com/docview/97694949/95060BEF90BE446APQ/252?accountid=12702, 09, 8, 1915, 7
POSTPONE ELECTION OF HAITIAN PRESIDENT: Minor Disorders Are Reported and Marines Capture Bandit Chief., https://search.proquest.com/docview/97689626/95060BEF90BE446APQ/253?accountid=12702, 09, 8, 1915, 7
ALL HAITI'S AFFAIRS NOW IN OUR HANDS: We Take Over Administrative Control -- Naval Officers Collect Revenues. ONE REBEL LEADER DEFIANT General Cacos Refuses to Disarm His Men and Tries to Starve Cape Haitien -- Ultimatum Sent., https://search.proquest.com/docview/97708471/95060BEF90BE446APQ/254?accountid=12702, 10, 8, 1915, 4
Article 21 -- No Title, https://search.proquest.com/docview/97672013/95060BEF90BE446APQ/255?accountid=12702, 11, 8, 1915, 18
HAITI PLANS TO PICK PRESIDENT TOMORROW: Quiet at Ports; Some Trouble in Interior ;- Tennessee Sails with 862 Marines., https://search.proquest.com/docview/97672059/95060BEF90BE446APQ/256?accountid=12702, 11, 8, 1915, 18
Article 20 -- No Title, https://search.proquest.com/docview/97691942/95060BEF90BE446APQ/257?accountid=12702, 11, 8, 1915, 18
HAITI ELECTION TODAY UNDER OUR AUSPICES: Capt. Beach Tells Candidates We Will Control Customs But Seek No Territory., https://search.proquest.com/docview/97756301/95060BEF90BE446APQ/258?accountid=12702, 12, 8, 1915, 18
DARTIGUENAVE NEW PRESIDENT OF HAITI: Elected by the National Assembly ;- Gets 94 Out of 116 Votes Cast. MORE AMERICANS LANDED New Government Not to be Recognized Until It Shows It Can Maintain Peace., https://search.proquest.com/docview/97723025/95060BEF90BE446APQ/259?accountid=12702, 13, 8, 1915, 4
WILSON CONSOLES A MOTHER: Writes to Mrs. Gompers Whose Son Was Killed in Haiti., https://search.proquest.com/docview/97778238/95060BEF90BE446APQ/260?accountid=12702, 14, 8, 1915, 3
SOLDIERS NOW RULE AT CAPE HAITIEN: New Factional Outbreaks Force Caperton to Assume Control of City., https://search.proquest.com/docview/97779143/95060BEF90BE446APQ/261?accountid=12702, 14, 8, 1915, 3
FAMINE IN HAITI; RED CROSS AIDS: Caperton Reports Destitution and Death as a Result of the Revolution. FAMILIES STARVE 48 HOURS Woman and Child Found Dead in Port au Prince Market Place ;- Capital and Cape Haitien Quiet., https://search.proquest.com/docview/97670337/95060BEF90BE446APQ/262?accountid=12702, 15, 8, 1915, 6
CYCLONE DEVASTATES HAITI: Many Victims on the South Coast ;- Two Towns Wiped Out., https://search.proquest.com/docview/97746915/95060BEF90BE446APQ/263?accountid=12702, 18, 8, 1915, 6
